date,OT,AC,GR,DEN,TNPH,AMH10,AMH20,AMH30,AMH60,AMH60,VS
3263.5,8773.292,2.387,107.072,0.247,113.982,1.387,1.354,1.308,1.275,1.245,4073.059
3263.625,8786.396,2.369,106.305,0.239,113.812,1.374,1.345,1.298,1.266,1.237,4105.168
3263.75,8824.606,2.365,104.413,0.266,113.32,1.379,1.364,1.311,1.276,1.247,4156.088
3263.875,8897.557,2.375,102.192,0.275,112.39,1.438,1.412,1.352,1.314,1.283,4121.908
3264,8897.557,2.375,102.192,0.275,112.39,1.457,1.425,1.362,1.322,1.292,4121.908
3264.125,8940.881,2.374,99.994,0.269,111.846,1.432,1.402,1.339,1.299,1.27,4116.98
3264.25,8917.56,2.376,98.932,0.286,112.138,1.344,1.324,1.269,1.231,1.205,4119.562
3264.375,8936.047,2.385,98.531,0.353,111.906,1.371,1.329,1.273,1.234,1.208,4140.229
3264.5,8968.835,2.391,100.628,0.386,111.497,1.423,1.375,1.314,1.271,1.244,4182.179
3264.625,8968.835,2.391,100.628,0.386,111.497,1.465,1.423,1.357,1.311,1.282,4182.179
3264.75,9061.229,2.392,104.455,0.381,110.36,1.519,1.496,1.428,1.379,1.345,4220.823
3264.875,9069.119,2.393,107.669,0.281,110.264,1.556,1.529,1.461,1.413,1.377,4270.141
3265,9196.983,2.402,105.509,0.263,108.731,1.614,1.575,1.507,1.458,1.419,4330.251
3265.125,9346.458,2.412,97.883,0.235,106.992,1.681,1.64,1.571,1.521,1.476,4389.409
3265.25,9492.584,2.421,91.976,0.235,105.345,1.861,1.855,1.777,1.72,1.663,4452.639
3265.25,9492.584,2.421,91.976,0.235,105.345,1.861,1.855,1.777,1.72,1.663,4452.639
3265.375,9492.584,2.421,91.976,0.235,105.345,2.063,2.049,1.957,1.892,1.827,4452.639
3265.5,9580.691,2.432,86.952,0.198,104.377,2.247,2.212,2.11,2.039,1.968,4572.583
3265.625,9650.014,2.426,84.576,0.185,103.627,2.287,2.231,2.133,2.064,1.995,4770.712
3265.75,9754.375,2.417,85.286,0.184,102.518,2.035,2.022,1.951,1.904,1.851,4965.812
3265.875,9844.351,2.422,85.058,0.209,101.581,2.027,2.021,1.953,1.908,1.862,5172.789
3266,9844.351,2.422,85.058,0.209,101.581,2.155,2.132,2.059,2.008,1.965,5172.789
3266.125,8764,2.447,82.828,0.231,96.449,2.357,2.306,2.223,2.163,2.119,5420.198
3266.25,8786.13,2.46,80.284,0.22,91.132,2.813,2.739,2.629,2.542,2.493,5630.209
3266.375,8346.33,2.458,77.052,0.199,89.18,2.985,2.928,2.807,2.705,2.659,5760.966
3266.5,8073.7,2.464,71.237,0.187,88.84,3.147,3.112,2.983,2.868,2.819,5862.214
3266.625,7700.68,2.477,63.597,0.205,89.426,3.272,3.247,3.114,2.997,2.944,6019.074
3266.75,7695.17,2.477,63.597,0.205,89.426,3.584,3.554,3.416,3.301,3.231,6019.074
3266.875,7737.57,2.493,55.865,0.235,90.046,3.79,3.759,3.619,3.507,3.426,6154.441
3267,7849.42,2.474,53.878,0.218,87.918,3.994,3.966,3.824,3.724,3.631,6353.103
3267.125,7902.23,2.441,53.26,0.175,87.677,3.993,3.972,3.847,3.772,3.682,6532.963
3267.25,7938.31,2.385,52.116,0.106,91.709,4.042,3.966,3.88,3.864,3.773,6550.101
3267.375,7790.86,2.385,52.116,0.106,91.709,4.099,3.937,3.869,3.872,3.789,6550.101
3267.5,7697.83,2.341,48.836,0.06,95.318,4.218,4.003,3.953,3.969,3.893,6485.787
3267.625,7502.96,2.312,45.586,0.02,95.303,4.415,4.191,4.158,4.18,4.109,6404.484
3267.75,7413.08,2.3,42.125,0.006,95.61,8.725,9.095,9.088,9.2,8.895,6310.673
3267.875,7598.93,2.307,38.981,-0.003,96.561,14.516,15.646,15.622,15.934,15.225,6271.224
3269.5,9067.219,2.348,89.11,0.216,110.287,2.418,2.318,2.2,2.154,2.116,4653.208
3269.625,8953.072,2.35,79.036,0.171,111.693,2.44,2.393,2.268,2.214,2.172,4559.35
3269.75,9047.08,2.361,79.468,0.157,110.533,2.499,2.465,2.347,2.286,2.236,4589.958
3269.875,9196.738,2.362,82.127,0.137,108.734,2.493,2.416,2.314,2.254,2.203,4671.843
3270,9173.757,2.363,85.198,0.145,109.007,2.501,2.385,2.3,2.244,2.192,4952.709
3270.125,9448.152,2.369,88.518,0.152,105.841,2.6,2.487,2.411,2.354,2.295,5245.86
3270.25,9448.152,2.369,88.518,0.152,105.841,3.063,3.035,2.967,2.891,2.8,5245.86
3270.375,9772.726,2.378,82.983,0.148,102.326,3.205,3.226,3.182,3.108,3.007,5427.662
3270.5,7294.69,2.374,77.405,0.097,97.549,3.195,3.272,3.272,3.213,3.112,5623.554
3270.625,7067.44,2.353,71.888,0.049,96.997,3.481,3.479,3.54,3.497,3.381,5927.552
3270.75,6716.99,2.335,66.025,0.033,97.889,4.649,4.848,5.028,5.023,4.84,6139.097
3270.875,5816.92,2.335,66.025,0.033,97.889,5.162,5.661,5.963,6.016,5.78,6139.097
3271,4681.88,2.314,50.319,0.031,99.011,6.183,6.619,7.118,7.261,6.946,6189.345
3271.125,4689.51,2.276,34.822,-0.022,96.709,8.035,7.814,8.618,8.898,8.466,6234.916
3271.25,4688,2.257,32.014,-0.078,95.967,12.366,12.367,14.339,15.286,14.436,6467.707
3271.375,4687.84,2.265,30.734,-0.082,97.906,13.287,15.113,17.769,18.777,17.946,6558.827
3271.5,4995.88,2.306,29.56,-0.02,97.844,14.651,17.662,22.13,23.073,21.531,6271.586
3271.625,5487.68,2.306,29.56,-0.02,97.844,15.94,20.085,26.446,28.299,25.055,6271.586
3271.75,6094.78,2.312,28.368,-0.012,95.242,14.437,18.397,22.399,25.563,21.605,6034.603
3271.875,6653.97,2.294,28.393,-0.03,93.625,10.789,12.707,12.64,13.021,12.812,5912.539
3272.25,9959.356,2.273,50.706,-0.032,100.408,1.926,1.804,1.814,1.867,1.797,5643.179
3272.375,9705.478,2.287,65.671,0.014,103.035,1.768,1.626,1.608,1.643,1.592,5346.562
3272.5,9481.1,2.329,81.186,0.098,105.473,1.647,1.536,1.496,1.514,1.478,4896.646
3272.625,9178.168,2.377,93.44,0.195,108.954,1.513,1.444,1.395,1.396,1.373,4591.889
3272.75,8929.608,2.432,93.855,0.311,111.987,1.309,1.267,1.217,1.199,1.19,4366.143
3272.875,8816.243,2.452,94.553,0.322,113.427,1.25,1.218,1.166,1.144,1.137,4223.324
3273,8816.243,2.452,94.553,0.322,113.427,1.205,1.176,1.125,1.099,1.093,4223.324
3273.125,8759.083,2.447,96.733,0.337,114.167,1.17,1.141,1.09,1.061,1.056,4073.912
3273.25,8776.942,2.428,98.373,0.324,113.935,1.123,1.097,1.048,1.018,1.01,3934.347
3273.375,8679.109,2.415,96.429,0.418,115.219,1.134,1.105,1.056,1.023,1.013,3871.037
3273.5,8591.302,2.414,92.701,0.438,116.397,1.143,1.118,1.07,1.035,1.023,3872.079
3273.625,8591.302,2.414,92.701,0.438,116.397,1.171,1.141,1.093,1.056,1.04,3872.079
3273.75,8520.231,2.381,91.456,0.477,117.368,1.204,1.189,1.14,1.104,1.078,3954.348
3273.875,8506.743,2.32,92.338,0.285,117.554,1.231,1.23,1.178,1.142,1.11,4009.126
3274,8598.187,2.313,93.194,0.273,116.304,1.321,1.306,1.248,1.209,1.171,4006.787
3274.75,9050.061,2.42,100.203,0.308,110.496,1.197,1.176,1.133,1.111,1.085,4133.438
3274.875,9119.785,2.41,100.168,0.243,109.652,1.189,1.167,1.126,1.104,1.081,4125.715
3275,9047.211,2.412,99.984,0.251,110.531,1.22,1.186,1.145,1.122,1.099,4133.472
3275.125,9047.211,2.412,99.984,0.251,110.531,1.307,1.268,1.222,1.195,1.171,4133.472
3275.25,9035.913,2.424,99.722,0.309,110.67,1.816,1.793,1.711,1.656,1.611,4160.585
3275.375,8998.308,2.413,98.923,0.321,111.132,2.015,1.974,1.88,1.814,1.761,4207.163
3276.125,9005.066,2.328,97.18,0.159,111.049,1.334,1.306,1.269,1.238,1.213,4335.622
3276.25,9047.244,2.35,98.146,0.225,110.531,1.288,1.299,1.255,1.223,1.198,4280.144
3276.375,9091.463,2.387,99.112,0.294,109.993,1.321,1.303,1.255,1.222,1.196,4270.893
3276.5,9091.463,2.387,99.112,0.294,109.993,1.322,1.29,1.241,1.207,1.182,4270.893
3276.625,9066.742,2.434,100.095,0.339,110.293,1.294,1.261,1.212,1.178,1.155,4246.04
3276.75,9066.569,2.442,101.203,0.343,110.295,1.356,1.324,1.265,1.227,1.201,4206.591
3276.875,9124.97,2.411,102.311,0.285,109.589,1.419,1.384,1.316,1.272,1.244,4175.634
3277,9100.945,2.393,103.45,0.285,109.879,1.491,1.46,1.383,1.332,1.302,4186.683
3277.125,9100.945,2.393,103.45,0.285,109.879,1.515,1.485,1.405,1.352,1.321,4186.683
3277.25,9076.955,2.39,104.76,0.31,110.169,1.383,1.355,1.291,1.248,1.222,4264.489
3278,8925.694,2.404,104.933,0.377,112.036,1.212,1.202,1.165,1.141,1.119,4380.631
3278.125,8868.833,2.414,104.238,0.403,112.754,1.199,1.171,1.137,1.117,1.096,4276.31
3278.25,8817.58,2.42,104.164,0.392,113.41,1.175,1.14,1.11,1.093,1.073,4196.698
3278.375,8735.486,2.406,104.228,0.342,114.476,1.181,1.161,1.131,1.114,1.092,4187.515
3278.5,8735.486,2.406,104.228,0.342,114.476,1.226,1.211,1.177,1.158,1.135,4187.515
3278.625,8700.57,2.388,104.438,0.273,114.935,1.286,1.269,1.23,1.209,1.184,4189.384
3278.75,8707.812,2.375,104.724,0.224,114.839,1.339,1.318,1.275,1.252,1.226,4096.158
3278.875,8721.445,2.378,105.282,0.236,114.66,1.316,1.295,1.253,1.23,1.206,4059.119
3279,8778.444,2.392,107.311,0.305,113.915,1.283,1.261,1.22,1.198,1.175,4154.487
3279.125,8846.536,2.407,109.193,0.356,113.039,1.266,1.245,1.204,1.182,1.16,4134.334
3279.25,8846.536,2.407,109.193,0.356,113.039,1.277,1.252,1.208,1.184,1.164,4134.334
3279.375,8903.609,2.414,108.782,0.315,112.314,1.278,1.249,1.205,1.181,1.161,4071.847
3279.5,8924.818,2.411,108.225,0.302,112.047,1.269,1.238,1.193,1.169,1.15,4012.072
3279.625,8842.796,2.401,107.68,0.255,113.086,1.254,1.232,1.187,1.162,1.144,3967.969
3279.75,8849.025,2.394,107.154,0.238,113.007,1.259,1.235,1.188,1.162,1.145,3936.422
3279.875,8849.025,2.394,107.154,0.238,113.007,1.259,1.232,1.184,1.157,1.141,3936.422
3280,8882.454,2.396,107.134,0.205,112.581,1.262,1.231,1.183,1.156,1.14,3911.338
3280,8882.454,2.396,107.134,0.205,112.581,1.262,1.231,1.183,1.156,1.14,3911.338
3280.125,8872.178,2.404,107.096,0.266,112.712,1.267,1.234,1.186,1.158,1.142,3949.946
3280.25,8822.566,2.41,106.082,0.299,113.346,1.41,1.376,1.314,1.278,1.259,4008.437
3280.375,8816.928,2.406,105.03,0.338,113.418,1.481,1.454,1.385,1.345,1.324,4026.296
3280.5,8874.445,2.395,103.926,0.317,112.683,1.465,1.439,1.372,1.333,1.312,4033.694
3280.625,8874.445,2.395,103.926,0.317,112.683,1.422,1.396,1.335,1.298,1.277,4033.694
3280.75,8922.103,2.39,103.12,0.27,112.081,1.403,1.38,1.322,1.287,1.265,4060.216
3280.875,9014.45,2.389,105.366,0.229,110.933,1.495,1.462,1.398,1.359,1.334,4094.07
3281,9035.415,2.391,107.759,0.197,110.676,1.617,1.56,1.488,1.445,1.416,4125.871
3281.25,8995.904,2.36,104.159,0.192,111.162,1.431,1.431,1.372,1.337,1.312,4134.685
3281.375,8995.904,2.36,104.159,0.192,111.162,1.508,1.487,1.425,1.387,1.36,4134.685
3281.5,9004.871,2.349,101.718,0.214,111.051,1.596,1.542,1.476,1.436,1.407,4145.854
3281.625,9029.395,2.358,99.972,0.23,110.749,1.583,1.519,1.456,1.417,1.389,4139.218
3281.75,9230.652,2.369,101.296,0.207,108.335,1.497,1.488,1.429,1.393,1.366,4136.368
3281.875,9243.033,2.372,104.1,0.177,108.19,1.556,1.542,1.48,1.442,1.413,4147.469
3282,9243.033,2.372,104.1,0.177,108.19,1.589,1.558,1.496,1.458,1.428,4147.469
3282.125,9206.229,2.373,107.05,0.161,108.622,1.598,1.547,1.487,1.45,1.42,4150.729
3282.25,9137.102,2.376,109.402,0.162,109.444,1.48,1.452,1.402,1.371,1.345,4143.56
3282.375,9083.699,2.379,108.923,0.166,110.087,1.449,1.438,1.389,1.36,1.334,4141.118
3282.5,9071.488,2.369,106.345,0.167,110.235,1.493,1.469,1.419,1.389,1.362,4143.395
3282.625,9073.019,2.355,103.64,0.175,110.217,1.554,1.518,1.465,1.433,1.405,4129.402
3282.75,9073.019,2.355,103.64,0.175,110.217,1.678,1.635,1.575,1.538,1.508,4129.402
3282.875,9037.742,2.343,104.381,0.181,110.647,1.663,1.63,1.572,1.534,1.505,4108.864
3283,9008.619,2.351,106.244,0.202,111.005,1.584,1.569,1.515,1.48,1.454,4155.835
3283.125,9006.485,2.363,107.625,0.23,111.031,1.516,1.499,1.451,1.419,1.395,4233.306
3283.625,8912.243,2.355,108.73,0.146,112.205,1.89,1.852,1.785,1.736,1.701,4414.387
3283.75,8940.634,2.343,106.479,0.115,111.849,1.752,1.747,1.689,1.645,1.613,4382.107
3283.875,8975.138,2.334,104.086,0.117,111.419,1.768,1.754,1.696,1.652,1.618,4394.7
3284,9013.491,2.331,102.133,0.111,110.945,1.831,1.794,1.732,1.686,1.65,4397.344
3284.125,9013.491,2.331,102.133,0.111,110.945,1.917,1.864,1.794,1.745,1.705,4397.344
3284.25,9008.968,2.316,102.988,0.083,111.001,1.923,1.898,1.819,1.768,1.726,4384.575
3284.375,8980.739,2.299,107.155,0.04,111.349,1.731,1.729,1.661,1.617,1.581,4364.289
3284.5,8927.934,2.296,111.514,0.068,112.008,1.462,1.461,1.411,1.379,1.352,4323.195
3284.625,8923.887,2.327,113.764,0.117,112.059,1.301,1.289,1.249,1.224,1.202,4297.69
3284.75,8923.887,2.327,113.764,0.117,112.059,1.188,1.143,1.107,1.087,1.07,4297.69
3284.875,8894.336,2.367,113.237,0.21,112.431,1.169,1.121,1.086,1.064,1.048,4126.262
3285,8785.547,2.392,112.332,0.254,113.823,1.149,1.107,1.071,1.049,1.034,4069.9
3285.125,8759.651,2.413,111.409,0.371,114.16,1.131,1.107,1.07,1.048,1.032,4049.244
3285.625,8799.378,2.418,107.662,0.275,113.644,1.319,1.295,1.246,1.212,1.19,3971.24
3285.75,8813.492,2.397,106.927,0.226,113.462,1.392,1.376,1.326,1.29,1.263,3929.492
3285.875,8864.737,2.379,106.193,0.207,112.807,1.463,1.449,1.395,1.358,1.328,3975.113
3286,8954.604,2.364,105.557,0.207,111.674,1.592,1.564,1.503,1.462,1.428,3999.43
3286.125,8965.9,2.358,105.363,0.239,111.534,1.615,1.584,1.523,1.482,1.447,4019.595
3286.25,8965.9,2.358,105.363,0.239,111.534,1.41,1.399,1.354,1.327,1.298,4019.595
3286.375,8962.228,2.365,107.036,0.212,111.579,1.333,1.321,1.283,1.261,1.235,4040.59
3286.5,8978.74,2.38,108.343,0.253,111.374,1.315,1.287,1.251,1.232,1.207,4055.627
3286.625,8976.306,2.396,107.732,0.269,111.404,1.334,1.299,1.262,1.242,1.218,4048.082
3286.75,8968.988,2.408,107.003,0.339,111.495,1.355,1.328,1.286,1.263,1.24,3968.586
3286.875,8968.988,2.408,107.003,0.339,111.495,1.362,1.346,1.302,1.276,1.253,3968.586
3287,8944.92,2.405,106.398,0.33,111.795,1.37,1.358,1.312,1.284,1.262,3957.689
3287.125,8974.534,2.405,106.496,0.35,111.426,1.378,1.359,1.312,1.282,1.261,4005.888
3287.25,8980.015,2.401,109.692,0.316,111.358,1.361,1.336,1.29,1.259,1.239,4034.375
3287.375,8961.119,2.399,112.434,0.288,111.593,1.338,1.316,1.271,1.241,1.22,4045.676
3287.5,8965.442,2.392,111.507,0.263,111.539,1.308,1.284,1.241,1.212,1.192,4061.492
3288.375,8978.789,2.398,96.87,0.24,111.374,1.381,1.374,1.325,1.291,1.265,4138.081
3288.5,8981.659,2.392,96.728,0.243,111.338,1.368,1.35,1.303,1.269,1.244,4123.54
3288.625,8943.008,2.383,98.885,0.251,111.819,1.323,1.293,1.25,1.219,1.196,4122.941
3288.75,8877.053,2.376,101.093,0.258,112.65,1.229,1.203,1.164,1.138,1.117,4121.045
3288.875,8871.178,2.374,103.094,0.261,112.725,1.24,1.214,1.175,1.148,1.126,4108.793
3289,8871.178,2.374,103.094,0.261,112.725,1.296,1.268,1.224,1.194,1.171,4108.793
3289.125,8890.619,2.376,104.736,0.297,112.478,1.388,1.357,1.305,1.27,1.243,4122.928
3289.25,8914.237,2.369,106.321,0.338,112.18,1.529,1.502,1.438,1.395,1.362,4172.077
3289.375,8932.399,2.376,108.342,0.357,111.952,1.507,1.488,1.428,1.386,1.353,4232.062
3289.5,8942.312,2.381,110.46,0.279,111.828,1.451,1.442,1.389,1.351,1.321,4269.618
3290.25,8857.647,2.313,101.655,0.15,112.897,1.612,1.611,1.57,1.539,1.508,4393.775
3290.375,8857.647,2.313,101.655,0.15,112.897,1.584,1.583,1.546,1.519,1.489,4393.775
3290.5,8820.605,2.321,103.821,0.15,113.371,1.59,1.582,1.548,1.523,1.493,4398.649
3290.625,8810.348,2.331,106.174,0.207,113.503,1.648,1.622,1.588,1.562,1.531,4384.192
3290.75,8787.199,2.335,108.453,0.198,113.802,1.832,1.81,1.764,1.735,1.698,4377.628
3290.875,8754.459,2.323,110.374,0.143,114.228,1.837,1.815,1.77,1.741,1.704,4389.617
3291,8754.459,2.323,110.374,0.143,114.228,1.794,1.774,1.731,1.705,1.67,4389.617
3291.125,8739.96,2.314,109.695,0.111,114.417,1.743,1.724,1.684,1.661,1.627,4411.622
3291.25,8739.762,2.311,107.476,0.106,114.42,1.692,1.664,1.625,1.605,1.574,4429.023
3291.375,8761.186,2.319,106.114,0.157,114.14,1.676,1.643,1.601,1.581,1.552,4430.273
3291.5,8768.022,2.328,105.508,0.174,114.051,1.717,1.693,1.647,1.623,1.593,4425.066
3292,8852.487,2.331,105.002,0.067,112.963,1.897,1.871,1.798,1.753,1.721,4450.071
3292.125,8892.248,2.333,106.404,0.089,112.457,1.844,1.821,1.749,1.706,1.675,4427.188
3292.25,8844.713,2.33,107.874,0.098,113.062,1.861,1.828,1.748,1.701,1.67,4428.471
3292.375,8816.671,2.331,106.875,0.118,113.422,1.906,1.852,1.767,1.717,1.685,4439.667
3292.5,8816.671,2.331,106.875,0.118,113.422,1.922,1.867,1.778,1.724,1.692,4439.667
3292.625,8813.594,2.339,104.445,0.138,113.461,1.91,1.872,1.78,1.725,1.693,4452.451
3292.75,8827.925,2.355,101.757,0.173,113.277,1.902,1.862,1.767,1.711,1.679,4500.641
3292.875,8850.975,2.36,99.125,0.208,112.982,1.874,1.815,1.724,1.669,1.638,4571.838
3293,8869.564,2.354,97.74,0.199,112.745,1.788,1.733,1.651,1.599,1.57,4628.79
3293.125,8869.564,2.354,97.74,0.199,112.745,1.802,1.755,1.67,1.615,1.584,4628.79
3293.25,8894.803,2.321,97.49,0.134,112.425,2.323,2.223,2.087,1.996,1.948,4647.117
3293.375,8893.506,2.282,97.49,0.064,112.442,2.602,2.473,2.312,2.2,2.141,4627.766
3293.5,8882.667,2.245,97.513,0.032,112.579,2.7,2.62,2.448,2.324,2.255,4594.359
3293.625,8878.566,2.234,97.816,0.019,112.631,2.66,2.689,2.513,2.389,2.313,4539.19
3293.75,8884.04,2.25,98.489,0.059,112.561,2.405,2.418,2.278,2.181,2.114,4459.167
3293.875,8884.04,2.25,98.489,0.059,112.561,2.137,2.126,2.02,1.945,1.889,4459.167
3294,8898.341,2.303,99.216,0.12,112.381,1.87,1.846,1.772,1.716,1.671,4403.603
3294.125,8934.387,2.358,99.929,0.201,111.927,1.686,1.644,1.586,1.543,1.506,4394.494
3294.5,9045.189,2.415,101.399,0.284,110.556,1.702,1.652,1.584,1.54,1.502,4480.498
3294.625,9101.459,2.415,102.124,0.275,109.872,1.724,1.694,1.62,1.573,1.533,4550.889
3294.75,9138.771,2.396,102.879,0.22,109.424,1.792,1.779,1.697,1.642,1.599,4563.87
3294.875,9147.607,2.377,103.943,0.182,109.318,1.85,1.834,1.748,1.689,1.643,4493.009
3295,9155.304,2.367,105.961,0.152,109.226,1.844,1.808,1.727,1.67,1.627,4439.143
3295.125,9165.533,2.371,107.317,0.162,109.104,1.736,1.697,1.628,1.579,1.54,4417.98
3295.25,9165.533,2.371,107.317,0.162,109.104,1.483,1.457,1.409,1.375,1.347,4417.98
3295.375,9158.457,2.386,105.351,0.201,109.189,1.494,1.466,1.418,1.386,1.358,4403.629
3295.5,9161.401,2.393,103.15,0.21,109.154,1.584,1.55,1.496,1.462,1.431,4379.494
3296.125,9200.284,2.402,102.882,0.276,108.692,1.725,1.683,1.62,1.58,1.549,4515.863
3296.25,9188.01,2.389,105.005,0.235,108.838,1.803,1.788,1.715,1.667,1.633,4563.343
3296.375,9159.673,2.364,107.22,0.189,109.174,1.908,1.904,1.82,1.766,1.727,4518.377
3296.5,9170.753,2.349,108.951,0.182,109.042,2.003,1.985,1.892,1.832,1.791,4490.263
3296.625,9170.753,2.349,108.951,0.182,109.042,2.008,1.977,1.883,1.823,1.782,4490.263
3296.75,9113.817,2.357,108.812,0.242,109.724,1.637,1.609,1.544,1.502,1.473,4435.955
3301.375,8946.36,2.371,103.741,0.23,111.777,2.012,1.967,1.9,1.855,1.81,4386.823
3301.5,8946.36,2.371,103.741,0.23,111.777,1.878,1.856,1.796,1.756,1.714,4386.823
3301.625,8951.077,2.384,104.481,0.264,111.718,1.657,1.657,1.61,1.579,1.544,4391.676
3301.75,9024.277,2.387,105.204,0.266,110.812,1.614,1.567,1.523,1.493,1.462,4421.637
3301.875,9070.632,2.388,105.916,0.253,110.246,1.766,1.695,1.644,1.607,1.57,4477.727
3310.875,9559.663,2.062,60.933,-0.417,104.606,59.278,87.792,40.757,37.649,39.017,5709.806
3311,9763.099,2.078,54.552,-0.398,102.426,111.091,217.659,52.284,52.337,52.685,5988.174
3311.125,9891.529,2.097,48.903,-0.366,101.097,140.026,366.966,71.897,74.751,74.284,6304.499
3311.25,9891.529,2.097,48.903,-0.366,101.097,217.581,473.196,159.594,173.702,172.629,6304.499
3311.375,9931.167,2.106,46.667,-0.369,100.693,200.17,337.54,164.773,239.86,224.423,6465.491
3311.5,9974.107,2.102,44.536,-0.365,100.26,111.305,122.994,120.849,303.561,261,6554.635
3311.625,8196.38,2.1,42.567,-0.358,99.967,89.822,118.318,125.73,329.919,284.897,6654.923
3311.75,8279.66,2.142,40.707,-0.302,99.154,91.345,149.146,177.418,428.757,402.539,6767.562
3311.875,8118.4,2.142,40.707,-0.302,99.154,96.89,143.895,177.616,379.333,367.671,6767.562
3312,7527.03,2.238,38.952,-0.181,98.547,94.389,130.46,165.977,316.015,315.499,6889.505
3312.125,7494.63,2.322,37.197,-0.069,97.364,81.494,107.943,140.773,240.899,246.988,7056.406
3312.25,7595.34,2.342,35.45,-0.033,96.697,74.021,104.782,107.103,134.299,138.373,7170.222
3312.375,7513.34,2.263,34.418,-0.122,98.081,82.339,127.612,90.038,94.379,95.556,7142.469
3312.5,7272.65,2.168,40.571,-0.231,101.461,78.151,107.789,68.671,71.391,72.472,6581.484
3314.125,6849.65,2.231,36.447,-0.173,96.447,195.783,417.872,261.382,314.499,333.329,5706.316
3314.25,7350.53,2.244,35.389,-0.171,95.347,139.202,263.474,407.458,491.433,538.302,5992.66
3314.375,8248.74,2.229,34.363,-0.188,93.427,127.846,208.021,428.314,519.697,583.963,6250.035
3314.5,7973,2.226,33.73,-0.206,93.118,145.609,218.883,494.389,605.757,683.064,6439.872
3314.625,8229.05,2.23,34.871,-0.194,94.839,135.432,194.618,465.47,567.598,641.661,6472.71
3315.75,9281.716,2.147,30.126,-0.341,107.739,34.468,44.315,33.814,32.46,36.094,5617.125
3315.875,9622.167,2.164,36.404,-0.315,103.927,20.666,24.511,21.168,20.486,22.367,5503.947
3316,9941.396,2.211,46.022,-0.23,100.59,12.844,14.305,13.068,12.768,13.809,5608.062
3316.125,9941.396,2.211,46.022,-0.23,100.59,7.315,7.587,7.083,7.023,7.533,5608.062
3316.25,9989.671,2.276,56.116,-0.044,100.103,2.549,2.394,2.298,2.298,2.403,5328.028
3316.375,9764.738,2.347,67.618,0.162,102.409,1.878,1.736,1.674,1.663,1.726,4826.753
3316.5,9539.836,2.401,80.098,0.308,104.824,1.747,1.651,1.583,1.562,1.613,4582.365
3316.625,9037.775,2.421,92.803,0.351,110.647,1.624,1.547,1.48,1.455,1.493,4489.515
3316.75,9037.775,2.421,92.803,0.351,110.647,1.439,1.39,1.327,1.295,1.317,4489.515
3316.875,8855.02,2.416,103.816,0.269,112.93,1.382,1.335,1.274,1.242,1.258,4451.402
3317,9003.582,2.412,106.767,0.276,111.067,1.341,1.287,1.23,1.199,1.208,4457.308
3317.125,9056.822,2.411,106.673,0.276,110.414,1.352,1.289,1.231,1.198,1.202,4399.969
3317.25,9048.521,2.409,106.526,0.333,110.515,1.364,1.354,1.292,1.252,1.242,4281.658
3317.375,9054.642,2.405,107.977,0.311,110.441,1.349,1.336,1.278,1.241,1.227,4282.289
3317.5,9054.642,2.405,107.977,0.311,110.441,1.34,1.319,1.265,1.23,1.213,4282.289
3317.625,9075.868,2.397,109.629,0.296,110.182,1.338,1.304,1.253,1.222,1.202,4265.657
3317.75,9135.857,2.391,111.569,0.311,109.459,1.396,1.364,1.315,1.284,1.257,4312.066
3319.125,9507.05,2.417,108.329,0.324,105.185,1.854,1.833,1.781,1.749,1.699,4601.147
3319.25,9488.656,2.428,108.021,0.296,105.389,1.557,1.537,1.497,1.473,1.439,4629.122
3319.375,9471.312,2.437,107.729,0.308,105.582,1.529,1.487,1.444,1.418,1.389,4642.612
3319.5,9471.312,2.437,107.729,0.308,105.582,1.645,1.581,1.527,1.493,1.462,4642.612
3319.625,9473.581,2.424,107.433,0.258,105.557,1.821,1.745,1.673,1.626,1.592,4618.3
3319.75,9555.096,2.411,107.211,0.225,104.656,2.153,2.143,2.018,1.935,1.889,4501.335
3319.875,9667.553,2.402,107.389,0.2,103.439,2.211,2.246,2.101,2.005,1.955,4459.899
3320,9848.345,2.405,107.59,0.219,101.54,2.234,2.283,2.123,2.021,1.967,4507.195
3320.125,9746.931,2.402,107.247,0.244,102.596,2.188,2.194,2.039,1.945,1.891,4575.126
3320.25,9746.931,2.402,107.247,0.244,102.596,1.921,1.831,1.726,1.666,1.624,4575.126
3324.5,9480.596,2.381,92.184,0.215,105.479,2.516,2.403,2.302,2.243,2.191,4912.827
3324.625,9886.122,2.376,90.015,0.196,101.152,2.52,2.403,2.298,2.238,2.178,4950.091
3324.75,-999.25,2.373,88.308,0.207,99.309,2.455,2.421,2.312,2.251,2.178,4981.697
3324.875,9982.949,2.369,86.106,0.195,100.171,2.41,2.402,2.297,2.236,2.165,5009.693
